"","baseMean","log2FoldChange","stat","pvalue","padj"
"ENSG00000268903",1.72916957975152,1.22605759143521,1.04108551703765,0.316767608004163,0.734157146031411
"ENSG00000225630",6.56119068596574,2.72484008763435,3.04958723405499,0.00928557216666501,0.157384327575221
"ENSG00000237973",5.99947183436933,0.972342479656691,1.3003887497009,0.21599731854903,0.65193310909428
"ENSG00000229344",1.91341097829307,1.59266470336075,1.44539439414597,0.171965159622911,0.60019777375925
"ENSG00000248527",9.43629573572272,2.02807420126427,2.5917250595901,0.0223196939159421,0.249592475785505
"ENSG00000228794",3.58865960183514,3.37414575690445,3.38895048703098,0.00482938961390815,0.114134270232665
"ENSG00000188976",5.8450386993702,-0.457894529125555,-0.742147571337428,0.47116442288936,0.823772022403749
"ENSG00000187961",2.7510352900641,-2.4271269404377,-2.30749923296214,0.0380813439372214,0.323872763199416
"ENSG00000187583",1.54492818120997,-0.719862058719276,-0.619212871645898,0.546450257257637,0.850752336391694
"ENSG00000188290",3.84121586751665,-1.55943917750201,-1.51686430761514,0.153180743755108,0.57674962048605
"ENSG00000187608",5.91638703669045,-3.34087252688115,-3.54987799679505,0.00354519055026496,0.0977031823703958
"ENSG00000188157",7.21966327608598,-3.04552051183409,-4.60975871007016,0.000486004891743667,0.0397996623430783
"ENSG00000217801",1.91341097829307,-1.45363800342688,-1.29334157312015,0.218351171406413,0.65193310909428
"ENSG00000131591",4.06058963718864,-0.653704261749699,-0.792978317950076,0.441990133031758,0.808687347162746
"ENSG00000078808",7.23710483478267,-0.173030753962355,-0.265574689971159,0.794722019178162,0.943194862707934
"ENSG00000176022",4.51981986213501,-1.39002752007902,-1.56496243412176,0.141544731215004,0.566450777736869
"ENSG00000160087",5.66310485688732,-0.359986816946451,-0.566146704121798,0.580913767908092,0.867070669339419
"ENSG00000162572",2.73365005675083,0.123375544823627,0.107555731200383,0.915986515424903,0.979863388024483
"ENSG00000131584",5.64732885953336,-0.347050473781512,-0.56797930958895,0.579704804554228,0.865886435667498
"ENSG00000169972",3.23476153300863,-2.46846978219746,-2.18046236962873,0.0481476121242238,0.35744741495074
"ENSG00000127054",6.34242057315552,-0.771637462149203,-1.29929027434503,0.216362875282263,0.65193310909428
